,Rank,Title,Year,Lifetime Gross
5618,"5,619",Doug's 1st Movie,1999,19440089
5619,"5,620",Buried,2010,19439764
5620,"5,621",House Party 2,1991,19438638
5621,"5,622",The Turning,2020,19428166
5622,"5,623",The Witness,2018,19424375
5623,"5,624",Kamen Rider Decade: All Riders vs. Dai-Shocker,2009,19418091
5624,"5,625",School of Magical Animals: Part 2,2022,19413004
5625,"5,626",Get Carter,2000,19412993
5626,"5,627",Ordinary Angels,2024,19395555
5627,"5,628",The Specials,2019,19387647
5628,"5,629",Headhunters,2011,19387088
5629,"5,630",Ballad,2009,19380161
5630,"5,631",The Edge of Seventeen,2016,19370020
5631,"5,632",Sekigahara,2017,19356047
5632,"5,633",Tuck Everlasting,2002,19344615
5633,"5,634",Rock Star,2001,19334145
5634,"5,635",Duplex,2003,19322135
5635,"5,636",The White Ribbon,2009,19319671
5636,"5,637",Joe,1970,19319254
5637,"5,638",Cabrini,2024,19315504
5638,"5,639",Ex-Files,2014,19310000
5639,"5,640",Little Giants,1994,19306362
5640,"5,641",Cell 211,2009,19305314
5641,"5,642",Woman in Love,2011,19302752
5642,"5,643",Deep Blue,2003,19292539
5643,"5,644",Summer of Sam,1999,19288130
5644,"5,645",Mapado,2005,19286223
5645,"5,646",Deathtrap,1982,19282134
5646,"5,647",House Party 3,1994,19281235
5647,"5,648",Best Defense,1984,19265302
5648,"5,649",The Lost City of Z,2017,19263938
5649,"5,650",O,2001,19260537
5650,"5,651",Les Tuche 4,2021,19259766
5651,"5,652",The Servant,2010,19259164
5652,"5,653",Fate/stay night [Heaven's Feel] III. spring song,2020,19252497
5653,"5,654",Space Brothers,2012,19248130
5654,"5,655",The Classified File,2015,19243890
5655,"5,656",Gekijouban SPEC: Kurôzu - Kou no hen,2013,19243799
5656,"5,657",After Ever Happy,2022,19238073
5657,"5,658",Half Past Dead,2002,19233280
5658,"5,659",Eyjafjallajökull,2013,19226272
5659,"5,660",Windstruck,2004,19225992
5660,"5,661",Santa & Cie,2017,19222086
5661,"5,662",Species II,1998,19221939
5662,"5,663",Foxcatcher,2014,19206513
5663,"5,664",The Replacement Killers,1998,19204929
5664,"5,665",Martin Lawrence Live: Runteldat,2002,19184820
5665,"5,666",All of Us Strangers,2023,19174045
5666,"5,667",Lyubov 2 Morkov,2008,19171562
5667,"5,668",Friday the 13th: The New Blood,1988,19170001
5668,"5,669",Simone: Woman of the Century,2022,19167164
5669,"5,670",Till Luck Do Us Part 2,2013,19164182
5670,"5,671",My Annoying Brother,2016,19162324
5671,"5,672",Heroine Disqualified,2015,19161661
5672,"5,673",Champions,2023,19159065
5673,"5,674",How to Lose Friends & Alienate People,2008,19152009
5674,"5,675",Mother,1996,19145198
5675,"5,676",Norwegian Wood,2010,19144719
5676,"5,677",Dear Evan Hansen,2021,19133454
5677,"5,678",Blaze,1989,19131246
5678,"5,679",Oolong Courtyard: KungFu School,2018,19129015
5679,"5,680",The Weather Man,2005,19126398
5680,"5,681",Shame,2011,19123767
5681,"5,682",Princess Toyotomi,2011,19122151
5682,"5,683",Death Note: Light Up the New World,2016,19117022
5683,"5,684",Those Who Wish Me Dead,2021,19107200
5684,"5,685",The Bad News Bears in Breaking Training,1977,19104350
5685,"5,686",Golden Kamuy,2024,19077748
5686,"5,687",Johnny Mnemonic,1995,19077036
5687,"5,688",Bhool Bhulaiyaa,2007,19073095
5688,"5,689",The Corsican File,2004,19035653
5689,"5,690",Mommie Dearest,1981,19032700
5690,"5,691",Aladdin 2,2018,19024452
5691,"5,692",Always Miss You,2019,19015465
5692,"5,693",Memoir of a Murderer,2017,19015346
5693,"5,694",Pride,2014,19014619
5694,"5,695",A Mighty Heart,2007,19008745
5695,"5,696",Beneath the Planet of the Apes,1970,18999718
5696,"5,697",Sniper,1993,18994653
5697,"5,698","Kamen Rider Fourze: Everyone, Space is Here!",2011,18982811
5698,"5,699",A Frozen Flower,2008,18980744
5699,"5,700",The Octagon,1980,18971000
5700,"5,701",Akeelah and the Bee,2006,18948425
5701,"5,702",Kazaam,1996,18937262
5702,"5,703",Temporary Family,2014,18936753
5703,"5,704",An Officer and a Spy,2019,18925109
5704,"5,705",The Man Who Wasn't There,2001,18918721
5705,"5,706",The Curse of the Jade Scorpion,2001,18914307
5706,"5,707",Unfair the End,2015,18913492
5707,"5,708",The Odd Couple II,1998,18912328
5708,"5,709",Beast,2022,18911959
5709,"5,710",Feardotcom,2002,18902015
5710,"5,711",The Pioneer,2021,18900000
5711,"5,712",Untamed Heart,1993,18898806
5712,"5,713",Taras Bulba,2009,18888220
5713,"5,714",The Green Knight,2021,18887953
5714,"5,715",Head Over Heels,2010,18876082
5715,"5,716",Spellbound,2011,18875078
5716,"5,717",The Seventh Sign,1988,18875011
5717,"5,718",The Wild Guys 4,2007,18873863
5718,"5,719",Above the Law,1988,18869631
5719,"5,720",Getting Even with Dad,1994,18869594
5720,"5,721",Antlers,2021,18867659
5721,"5,722",Kitaro,2007,18856642
5722,"5,723",Promising Young Woman,2020,18854166
5723,"5,724",[Rec]²,2009,18853164
5724,"5,725",Broker,2022,18851416
5725,"5,726",Me and Marilyn,2009,18844036
5726,"5,727",Paternity,1981,18838812
5727,"5,728","Paw Patrol: Ready, Race, Rescue!",2019,18832481
5728,"5,729",Under the Rainbow,1981,18826490
5729,"5,730",Sinkhole,2021,18816801
5730,"5,731",Mr. Nice Guy,1998,18814720
5731,"5,732",The Counterfeiters,2007,18814713
5732,"5,733",IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,2023,18806555
5733,"5,734",Thrill Ride: The Science of Fun,1997,18798590
5734,"5,735",Mortal Thoughts,1991,18784957
5735,"5,736",Suspect,1987,18782400
5736,"5,737",The Apartment,1960,18778738
5737,"5,738",Father and Son,2017,18764047
5738,"5,739",Swing Girls,2004,18758613
5739,"5,740",Sex Drive,2008,18755936
5740,"5,741",The Believers,1987,18753438
5741,"5,742",A Mighty Wind,2003,18750246
5742,"5,743",Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,2019,18738951
5743,"5,744",Godfather,2022,18737287
5744,"5,745",Mobile Suit Gundam: Hathaway,2021,18731309
5745,"5,746",Look at Me,2004,18729751
5746,"5,747",Iznogoud- Caliph Instead of the Caliph,2005,18725588
5747,"5,748",3000 Miles to Graceland,2001,18720175
5748,"5,749",Love in Vegas,2014,18717556
5749,"5,750",See No Evil,2006,18707966
5750,"5,751",Year of the Dragon,1985,18707466
5751,"5,752",Pina,2011,18705853
5752,"5,753",Her Alibi,1989,18699037
5753,"5,754",Happy-Go-Lucky,2008,18696602
5754,"5,755",13 Assassins,2010,18689058
5755,"5,756",Retribution,2023,18685751
5756,"5,757",Casualties of War,1989,18671317
5757,"5,758",Glee: The 3D Concert Movie,2011,18663238
5758,"5,759",The Drop,2014,18658381
5759,"5,760",Greta,2019,18653107
5760,"5,761",Peppa Celebrates Chinese New Year,2019,18653040
5761,"5,762",Suddenly Seventeen,2016,18652886
5762,"5,763",Next Goal Wins,2023,18648802
5763,"5,764",Blame It on Rio,1984,18644570
5764,"5,765",Waiting...,2005,18637690
5765,"5,766",Admission,2013,18637201
5766,"5,767",The Quick and the Dead,1995,18636537
5767,"5,768",Geronimo: An American Legend,1993,18635620
5768,"5,769",Max Keeble's Big Move,2001,18634654
5769,"5,770",Paradise,1991,18634643
5770,"5,771",The Fan,1996,18626419
5771,"5,772","Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,18623382
5772,"5,773",An Unfinished Life,2005,18618284
5773,"5,774",Sector 7,2011,18618028
5774,"5,775",Il principe abusivo,2013,18614277
5775,"5,776",My Father and My Son,2005,18612999
5776,"5,777",De-Lovely,2004,18611951
5777,"5,778",Detective K: Secret of the Living Dead,2018,18603476
5778,"5,779",Blinded by the Light,2019,18601145
5779,"5,780",Alice Doesn't Live Here Anymore,1974,18600211
5780,"5,781",Fired Up!,2009,18599102
5781,"5,782",Battle of the Sexes,2017,18598607
5782,"5,783",Girls und Panzer der Film,2015,18596830
5783,"5,784",Ho voglia di te,2007,18594142
5784,"5,785",Golmaal Returns,2008,18592306
5785,"5,786",Empire,2002,18591272
5786,"5,787",Prancer,1989,18587135
5787,"5,788",Keeping Mum,2005,18586834
5788,"5,789",Motherless Brooklyn,2019,18577736
5789,"5,790",Flight of the Navigator,1986,18564613
5790,"5,791",The Thirteenth Floor,1999,18564088
5791,"5,792",Some Kind of Wonderful,1987,18553948
5792,"5,793",The Visitors: Bastille Day,2016,18552314
5793,"5,794",One Hundred Thousand Bad Jokes,2014,18550000
5794,"5,795",An Ideal Husband,1999,18542974
5795,"5,796",Peak: The Rescuers,2011,18536792
5796,"5,797",Black Christmas,2019,18529730
5797,"5,798",Saawariya,2007,18525631
5798,"5,799",The Turkish Gambit,2005,18520000
5799,"5,800",Men Vs Women,2010,18503619
5800,"5,801",Badla,2019,18502646
5801,"5,802",Airpocalypse,2018,18491089
5802,"5,803",My Baby's Daddy,2004,18490423
5803,"5,804",Letter to Santa 3,2017,18490245
5804,"5,805",252: Signal of Life,2008,18489379
5805,"5,806",Ladies,2008,18484522
5806,"5,807",Hanbando,2006,18483140
5807,"5,808",Immaculate,2024,18477899
5808,"5,809",Singles,1992,18471850
5809,"5,810",Easy Virtue,2008,18463793
5810,"5,811",Summer Wars,2009,18434328
5811,"5,812",Ladyhawke,1985,18432000
5812,"5,813",The Fabulous Baker Boys,1989,18428904
5813,"5,814",Palm Trees in the Snow,2015,18428235
5814,"5,815",Love Reset,2023,18425113
5815,"5,816",Zero,2018,18412196
5816,"5,817",Repo Men,2010,18409891
5817,"5,818",Loser,2000,18404706
5818,"5,819",Prophecy,1979,18389402
5819,"5,820",Kabei: Our Mother,2008,18385964
5820,"5,821",Eiga yokai uotchi shadousaido onio no fukkatsu,2017,18385844
5821,"5,822",Bandidas,2006,18381890
5822,"5,823",The Wasted Times,2016,18345372
5823,"5,824",Sleeper,1973,18344729
5824,"5,825",Commerce (pas très) équitable,2010,18342838
5825,"5,826",Manhunt,2017,18339343
5826,"5,827",Big Baker's Unlucky Bear,2017,18330043
5827,"5,828",As It Is in Heaven,2005,18328469
5828,"5,829",Gooische vrouwen II,2014,18326296
5829,"5,830",Quai des illusions,2004,18321014
5830,"5,831",Fabricated City,2017,18307490
5831,"5,832",Bhool Bhulaiyaa 2,2022,18307258
5832,"5,833",The Sheriff in Town,2017,18303514
5833,"5,834",The World's Fastest Indian,2005,18302013
5834,"5,835",That Darn Cat,1997,18301610
5835,"5,836",Asura,2016,18300843
5836,"5,837",Posse,1993,18289763
5837,"5,838",Love Affair,1994,18272894
5838,"5,839",Chappaquiddick,2018,18263470
5839,"5,840",New Kids Turbo,2010,18261046
5840,"5,841",Crimes and Misdemeanors,1989,18254702
5841,"5,842",Simon Birch,1998,18253415
5842,"5,843",Friends with Money,2006,18245244
5843,"5,844",Sugar Hill,1994,18225518
5844,"5,845",November,2022,18200422
5845,"5,846",The Visitor,2008,18197518
5846,"5,847",Daddy Day Camp,2007,18197398
5847,"5,848",Dead Men Don't Wear Plaid,1982,18196170
5848,"5,849",Antitrust,2001,18195610
5849,"5,850",My Boss's Daughter,2003,18191005
5850,"5,851",The Case for Christ,2017,18175663
5851,"5,852",Sorry to Bother You,2018,18170707
5852,"5,853",The Blackening,2023,18169453
5853,"5,854",About My Father,2023,18167819
5854,"5,855",Soul Kitchen,2009,18164139
5855,"5,856",Hell Fest,2018,18160930
5856,"5,857",Voice of a Murderer,2007,18160598
5857,"5,858",Milk Money,1994,18137661
5858,"5,859",The Sure Thing,1985,18135531
5859,"5,860",All the Pretty Horses,2000,18133495
5860,"5,861",The Lighthouse,2019,18129854
5861,"5,862",While We're Young,2015,18117839
5862,"5,863",DuckTales the Movie: Treasure of the Lost Lamp,1990,18115724
5863,"5,864","Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",2011,18110621
5864,"5,865",The Con Artists,2014,18106167
5865,"5,866",Takizawa Enbujo Zero,2020,18091395
5866,"5,867",Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,18090065
5867,"5,868",Dead Man Down,2013,18074539
5868,"5,869",Freaky,2020,18073433
5869,"5,870",The Stronghold,2021,18066143
5870,"5,871",Krrish,2006,18041250
5871,"5,872","Jo Jo Dancer, Your Life Is Calling",1986,18034150
5872,"5,873",From Me to You,2010,18033727
5873,"5,874",Deception,2008,18024545
5874,"5,875",Mr. Pride vs. Miss Prejudice,2017,18019651
5875,"5,876",Cape No. 7,2008,18015600
5876,"5,877",The Country Bears,2002,18012097
5877,"5,878",Harlock: Space Pirate,2013,18010317
5878,"5,879",The Importance of Being Earnest,2002,18009625
5879,"5,880",Herbie Goes Bananas,1980,18000000
5880,"5,881",Cantinflas,2014,17998703
5881,"5,882",Ataru,2013,17991975
5882,"5,883",Quills,2000,17989227
5883,"5,884",Kalank,2019,17987034
5884,"5,885",Dope,2015,17986781
5885,"5,886",The Howling,1981,17985893
5886,"5,887",Whiteout,2009,17976667
5887,"5,888",The Girl in the Sun,2013,17966855
5888,"5,889",Used People,1992,17957265
5889,"5,890",Fragments of the Last Will,2022,17954691
5890,"5,891",CB4,1993,17953778
5891,"5,892",Born Yesterday,1993,17952857
5892,"5,893",Mumon: The Land of Stealth,2017,17952505
5893,"5,894",City of Ember,2008,17929684
5894,"5,895",Flowers in the Shadow,2008,17918898
5895,"5,896",Cyrano Agency,2010,17917697
5896,"5,897",The Crow: City of Angels,1996,17917287
5897,"5,898",Raaz 3,2012,17899667
5898,"5,899",Lage Raho Munna Bhai,2006,17897527
5899,"5,900",My Tutor Friend,2003,17896209
5900,"5,901",Mavka: The Forest Song,2023,17895969
5901,"5,902",9-Month Stretch,2013,17891858
5902,"5,903",Black Money,2019,17887384
5903,"5,904",We Have a Pope,2011,17877523
5904,"5,905",Shield of Straw,2013,17876628
5905,"5,906",Road to Ninja - Naruto the Movie,2012,17876559
5906,"5,907",A Prophet,2009,17874044
5907,"5,908",The Gilded Cage,2013,17871370
5908,"5,909",Dil Dhadakne Do,2015,17870077
5909,"5,910",The Old Man & the Gun,2018,17860397
5910,"5,911",Flyboys,2006,17858059
5911,"5,912",Sibling Rivalry,1990,17854933
5912,"5,913",Lucky Luke,2009,17854472
5913,"5,914",The Birth of Kitaro: Mystery of GeGeGe,2023,17842454
5914,"5,915",The Quiet Ones,2014,17836124
5915,"5,916",Honeysuckle Rose,1980,17815212
5916,"5,917",Battle of the Warriors,2006,17812601
5917,"5,918",The Edge of Heaven,2007,17804565
5918,"5,919",Jail Breakers,2002,17797711
5919,"5,920",The Last Kiss,2002,17784993
5920,"5,921",Friendship,2008,17779520
5921,"5,922",Forever Enthralled,2008,17773395
5922,"5,923",The Delta Force,1986,17768900
5923,"5,924",Halloween 4: The Return of Michael Myers,1988,17768757
5924,"5,925",Unforgettable,2017,17768012
5925,"5,926",The Rage: Carrie 2,1999,17762705
5926,"5,927",64: Part I,2016,17756875
5927,"5,928",Clash of the Families,2011,17748829
5928,"5,929",Oba: The Last Samurai,2011,17737092
5929,"5,930",The Accidental Detective,2003,17736759
5930,"5,931",The Big Green,1995,17736619
5931,"5,932",For the Love of Benji,1977,17732000
5932,"5,933",Sarkar Raj,2008,17722998
5933,"5,934",Way Back Home,2011,17722776
5934,"5,935",Hello Babies,2014,17716725
5935,"5,936",The Promised Neverland,2020,17710977
5936,"5,937",Joyeux Noel,2005,17709155
5937,"5,938",The Children Act,2018,17696794
5938,"5,939",Memories of Tomorrow,2006,17696020
5939,"5,940",Orchestra Seats,2006,17690533
5940,"5,941",Heavyweights,1995,17689177
5941,"5,942",Grave Decisions,2006,17685834
5942,"5,943",The Big Easy,1987,17685307
5943,"5,944",Cook Up a Storm,2017,17677325
5944,"5,945",Regression,2015,17671101
5945,"5,946",Before I Go to Sleep,2014,17669776
5946,"5,947",Kit Kittredge: An American Girl,2008,17657973
5947,"5,948",You Are My Sunshine,2005,17650142
5948,"5,949",The Oxford Murders,2008,17646627
5949,"5,950",Kaiji: Final Game,2020,17645779
5950,"5,951",Kanchana 2,2015,17639157
5951,"5,952",Frantic,1988,17637950
5952,"5,953",Swing Vote,2008,17635397
5953,"5,954",The Postman,1997,17626234
5954,"5,955",Neerja,2015,17618280
5955,"5,956",Max Dugan Returns,1983,17613720
5956,"5,957",Palais royal!,2005,17612135
5957,"5,958",Operation Finale,2018,17612099
5958,"5,959",Svaha: The Sixth Finger,2019,17607783
5959,"5,960",One Missed Call,2004,17605379
5960,"5,961",Hitman: Agent Jun,2020,17601351
5961,"5,962",Escape Plan 2: Hades,2018,17592626
5962,"5,963",Eye of the Beholder,1999,17589705
5963,"5,964",Eye of the Needle,1981,17583634
5964,"5,965",The Lobster,2015,17581104
5965,"5,966",Deliver Us from Eva,2003,17573594
5966,"5,967",Little Boy,2015,17572289
5967,"5,968",Diva,2007,17572230
5968,"5,969",Take This Job and Shove It,1981,17569027
5969,"5,970",In the Land of Women,2007,17562071
5970,"5,971",Bhaag Milkha Bhaag,2013,17551296
5971,"5,972",Johnny Be Good,1988,17550399
5972,"5,973",Oldboy,2003,17542965
5973,"5,974",Crayon Shin-Chan,2014,17542139
5974,"5,975",Machete Kills,2013,17537186
5975,"5,976",Invasion U.S.A.,1985,17536256
5976,"5,977",Loving Pablo,2018,17535967
5977,"5,978",Addicted,2014,17534314
5978,"5,979",Roll Bounce,2005,17521290
5979,"5,980",Home for the Holidays,1995,17519169
5980,"5,981",Disturbing Behavior,1998,17514980
5981,"5,982",For Keeps?,1988,17514553
5982,"5,983",Lassiter,1984,17513452
5983,"5,984",The Quintessential Quintuplets Movie,2022,17506171
5984,"5,985",Melancholia,2011,17505929
5985,"5,986",The Mission,1986,17503446
5986,"5,987",Annapolis,2006,17496992
5987,"5,988",Rebound,2005,17492014
5988,"5,989","Paris, I Love You",2006,17489601
5989,"5,990",Angel,1984,17488564
5990,"5,991",White Palace,1990,17487531
5991,"5,992","Dad, I'm Sorry",2021,17480489
5992,"5,993",Natsume's Book of Friends the Movie: Ephemeral Bond,2018,17473797
5993,"5,994",The First Omen,2024,17463000
5994,"5,995",Half Baked,1998,17460020
5995,"5,996",Eyyvah Eyvah 3,2014,17455570
5996,"5,997",Back to Mom's,2016,17455542
5997,"5,998",Capitalism: A Love Story,2009,17436509
5998,"5,999",A Guy Thing,2003,17432163
5999,"6,000",Fate/stay night [Heaven's Feel] I. presage flower,2017,17423075
6000,"6,001",Frailty,2002,17423030
6001,"6,002",Stolen,2012,17415418
6002,"6,003",Kapoor & Sons,2016,17412627
6003,"6,004",Billy and Buddy,2013,17400053
6004,"6,005",Look for a Star,2009,17386063
6005,"6,006",Fruitvale Station,2013,17385830
6006,"6,007",Firehouse Dog,2007,17384424
6007,"6,008",Murder in the First,1995,17381942
6008,"6,009",Extreme Measures,1996,17380126
6009,"6,010",Stormy Night,2005,17379776
6010,"6,011",Outland,1981,17374595
6011,"6,012",The NeverEnding Story II: The Next Chapter,1991,17373527
6012,"6,013",Tokyo Family,2013,17370130
6013,"6,014",Si accettano miracoli,2014,17368659
6014,"6,015",Fall,2022,17363261
6015,"6,016",Digimon Adventure: Last Evolution Kizuna,2020,17361009
6016,"6,017",My Girl 2,1994,17359799
6017,"6,018",The Matador,2005,17356268
6018,"6,019",Born in East L.A.,1987,17355263
6019,"6,020",What a Man,2011,17351247
6020,"6,021",Ladies in Black,2018,17347133
6021,"6,022",Valley Girl,1983,17344144
6022,"6,023",Masters of the Universe,1987,17337139
6023,"6,024",A Strange House,2024,17328776
6024,"6,025",Mirage,2018,17325485
6025,"6,026",The Phantom,1996,17323326
6026,"6,027",Would I Lie to You? 2,2003,17317084
6027,"6,028",To Live and Die in L.A.,1985,17307108
6028,"6,029",Fate/stay night [Heaven's Feel] II. lost butterfly,2019,17296294
6029,"6,030",Genji monogatari: Sennen no nazo,2011,17295465
6030,"6,031",A Bronx Tale,1993,17287898
6031,"6,032",Gravity,2010,17286025
6032,"6,033",12 Rounds,2009,17280326
6033,"6,034",Legend of the Naga Pearls,2017,17274695
6034,"6,035",Mother,2009,17271439
6035,"6,036",The Blind,2023,17265487
6036,"6,037",Gintama: The Final,2021,17252960
6037,"6,038",Männersache,2009,17251261
6038,"6,039",Innocent Witness,2019,17245147
6039,"6,040",21 Karat,2018,17241379
6040,"6,041",Z Storm,2014,17234954
6041,"6,042",All the Right Moves,1983,17233166
6042,"6,043",Chico Xavier,2010,17229064
6043,"6,044",My Wish,2013,17226157
6044,"6,045",Railway Heroes,2021,17223704
6045,"6,046",Hudson Hawk,1991,17218080
6046,"6,047",Tazza: One-Eyed Jack,2019,17218012
6047,"6,048",Tokyo Revengers 2: Bloody Halloween - Destiny,2023,17216567
6048,"6,049",New Trial,2017,17198072
6049,"6,050",Rushmore,1998,17197718
6050,"6,051",Fled,1996,17193231
6051,"6,052",Angel Heart,1987,17185954
6052,"6,053",Sidekicks,1993,17180393
6053,"6,054",The Nutcracker: The Untold Story,2010,17177993
6054,"6,055",Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,2018,17170925
6055,"6,056",I'm Off Then,2009,17169501
6056,"6,057",Adventureland,2009,17164820
6057,"6,058",Miracle in Cell No. 7,2019,17163660
6058,"6,059",Saint Seiya: Legend of Sanctuary,2014,17150803
6059,"6,060",Viaggi di nozze,1995,17142208
6060,"6,061",De l'autre côté du lit,2009,17141221
6061,"6,062",The Falcon and the Snowman,1985,17130087
6062,"6,063",Freejack,1992,17129026
6063,"6,064",Johnny Dangerously,1984,17124395
6064,"6,065",My Afternoons with Margueritte,2010,17107143
6065,"6,066",Hipsters,2008,17101695
6066,"6,067",Diabolique,1996,17100266
6067,"6,068",Pet Sematary II,1992,17092453
6068,"6,069",Paradise Kiss,2011,17088871
6069,"6,070",Firestarter,1984,17080167
6070,"6,071",Jason X,2001,17077882
6071,"6,072",The Heir Apparent: Largo Winch,2008,17068748
6072,"6,073",Paranoia,2013,17056265
6073,"6,074",Kinsey,2004,17050017
6074,"6,075",The Guardian,1990,17037887
6075,"6,076",Beyond Outrage,2012,17027515
6076,"6,077",Italians,2009,17026331
6077,"6,078",Recep Ivedik 6,2019,17018156
6078,"6,079",Jury Duty,1995,17014653
6079,"6,080",Housefull 3,2016,17014507
6080,"6,081",Women Vs Men,2011,17010026
6081,"6,082",Kiss of the Spider Woman,1985,17009654
6082,"6,083",Dead Weight,2002,17006200
6083,"6,084",26 Years,2012,17003684
6084,"6,085",Tini: The New Life of Violetta,2001,17000172
6085,"6,086",Emperor Holidays,2015,17000000
6086,"6,087",Celal and Ceren,2013,16999831
6087,"6,088",Kung Pow: Enter the Fist,2002,16994625
6088,"6,089",Micmacs,2009,16979882
6089,"6,090",Dark World,2010,16976423
6090,"6,091",Death Sentence,2007,16974459
6091,"6,092",Chinese Puzzle,2013,16968297
6092,"6,093",Till Luck Do Us Part,2012,16963608
6093,"6,094",Bye Bye Morons,2020,16955924
6094,"6,095",Catch That Kid,2004,16951702
6095,"6,096",Bullyparade: The Movie,2017,16943483
6096,"6,097",Once Upon a Time in Bethlehem,2019,16941553
6097,"6,098",Rachel Getting Married,2008,16937968
6098,"6,099",Julia's Eyes,2010,16934369
6099,"6,100",The War,1994,16928556
6100,"6,101",The One and Only,1978,16928137
6101,"6,102",Material Girls,2006,16925277
6102,"6,103",Sugar & Spice,2001,16923761
6103,"6,104",Shanghai Fortress,2019,16923671
6104,"6,105",Krull,1983,16916617
6105,"6,106",Zapped!,1982,16897768
6106,"6,107",Cats,2018,16896141
6107,"6,108",They Call Me Bruce,1982,16894678
6108,"6,109",Calvary,2014,16887741
6109,"6,110",Zhara,2006,16877870
6110,"6,111",Life or Something Like It,2002,16872671
6111,"6,112",Aegis,2005,16869261
6112,"6,113",The Last Godfather,2010,16863629
6113,"6,114",The Cold Light of Day,2012,16863583
6114,"6,115",The Pyramid,2014,16861137
6115,"6,116",The Good Girl,2002,16860964
6116,"6,117",Island of Lemurs: Madagascar,2014,16860855
6117,"6,118",Running Turtle,2009,16859018
6118,"6,119",Death Warrant,1990,16853487
6119,"6,120",Even If This Love Disappears from the World Tonight,2022,16848229
6120,"6,121",Ex,2009,16843486
6121,"6,122",Happiness Never Comes Alone,2012,16840841
6122,"6,123",Monkey Kingdom,2015,16839663
6123,"6,124",Femme Fatale,2002,16838910
6124,"6,125",Legend,1986,16837628
6125,"6,126",Stolen Identity,2018,16831582
6126,"6,127","Black Coal, Thin Ice",2014,16830885
6127,"6,128",House of 1000 Corpses,2003,16829545
6128,"6,129",Baby's Day Out,1994,16827402
6129,"6,130",Lightning Jack,1994,16821273
6130,"6,131",Andre,1994,16820893
6131,"6,132",Hit and Run,2012,16816647
6132,"6,133",Hardcore Henry,2016,16810562
6133,"6,134",Hollywoodland,2006,16800438
6134,"6,135",Bringing Out the Dead,1999,16797709
6135,"6,136",Paparazzi,2004,16796512
6136,"6,137",Trainspotting,1996,16787952
6137,"6,138",Love 911,2012,16786016
6138,"6,139",The Birth of a Nation,2016,16779212
6139,"6,140",Doraemon: Nobita and the Robot Kingdom,2002,16776916
6140,"6,141",Maiko haaaan!!!,2007,16764611
6141,"6,142",House of Sand and Fog,2003,16763804
6142,"6,143",My Way,2012,16758611
6143,"6,144",102 Not Out,2018,16758596
6144,"6,145",54,1998,16757163
6145,"6,146",Library Wars,2013,16754139
6146,"6,147",Heartfall Arises,2016,16748620
6147,"6,148",Baaghi 3,2020,16726510
6148,"6,149",Miss Pettigrew Lives for a Day,2008,16724933
6149,"6,150",Love Is All You Need,2012,16722143
6150,"6,151",Wunderschön,2022,16719291
6151,"6,152",Animal Kingdom: Let's Go Ape,2015,16718577
6152,"6,153",Upgrade,2018,16706680
6153,"6,154",Delhi Belly,2011,16706074
6154,"6,155",Tensou Sentai Goseiger: Epic on the Movie,2010,16704506
6155,"6,156",Blink,1994,16696219
6156,"6,157",Whip It,2009,16691303
6157,"6,158",Dogville,2003,16690617
6158,"6,159",Winx Club: The Secret of the Lost Kingdom,2007,16688332
6159,"6,160",1½ Knights - In Search of the Ravishing Princess Herzelinde,2008,16680689
6160,"6,161",Tremors,1990,16668084
6161,"6,162",Rough Cut,1980,16656125
6162,"6,163",American Dreamz,2006,16656103
6163,"6,164",CyberWorld,2000,16653900
6164,"6,165",Invasion,2019,16653687
6165,"6,166",My Way,2011,16653488
6166,"6,167",Extreme,1999,16653175
6167,"6,168",True Crime,1999,16649768
6168,"6,169",The Final Countdown,1980,16647800
6169,"6,170",Digimon: The Movie,2000,16643191
6170,"6,171",Deep Cover,1992,16639799
6171,"6,172",Everyone's Hero,2006,16627188
6172,"6,173",Buffy the Vampire Slayer,1992,16625256
6173,"6,174",Top Cat,2011,16611575
6174,"6,175",Nothing to Lose 2,2019,16610713
6175,"6,176",Belle,2014,16607575
6176,"6,177",Beat Street,1984,16596465
6177,"6,178",Heart and Souls,1993,16589540
6178,"6,179",One Life,2011,16586736
6179,"6,180",Sunshine Cleaning,2009,16580250
6180,"6,181",Safari,2009,16578105
6181,"6,182",Abacus and Sword,2010,16575961
6182,"6,183",The Dish,2000,16575074
6183,"6,184",That Old Feeling,1997,16574176
6184,"6,185",Cocorico,2024,16565076
6185,"6,186",A Boss in the Living Room,2014,16562487
6186,"6,187",The Wind Guardians,2018,16558135
6187,"6,188",Shocker,1989,16554699
6188,"6,189",Kureyon Shinchan: Arashi o yobu ougon no supai daisakusen,2011,16549790
6189,"6,190",Battle of the Year,2013,16549477
6190,"6,191",Notte prima degli esami - Oggi,2007,16546376
6191,"6,192",The Most Beautiful Day,2016,16542495
6192,"6,193",Naruto Shippûden: The Lost Tower,2009,16537336
6193,"6,194",The Boxer,1997,16534578
6194,"6,195","Tomorrow, When the War Began",2010,16533595
6195,"6,196",Silent House,2012,16527747
